Date,US_10Y,CN10Y,Inflation_Rate,FEDFUNDS_RATE,GOLD,SP500,UNRATE,USD
2023-07-31,3.97,2.834,0.4999753787567895,5.33,1970.5,4588.9599609375,3.7,101.86000061035156
2023-08-31,4.09,2.99,0.4037394900339164,5.33,1938.199951171875,4507.66015625,3.8,103.62000274658205
2023-09-30,4.59,2.909,0.0907689004274958,5.33,1848.0999755859373,4288.0498046875,3.9,106.16999816894533
2023-10-31,4.88,2.943,0.1410680214397386,5.33,1985.199951171875,4193.7998046875,3.7,106.66000366210938
2023-11-30,4.37,2.98,0.2103301989373251,5.33,2038.0999755859373,4567.7998046875,3.8,103.5
2023-12-31,3.88,2.89,0.3430126159975177,5.33,2062.39990234375,4769.830078125,3.7,101.33000183105467
2024-01-31,3.99,2.87,0.3963924414288167,5.33,2048.39990234375,4845.64990234375,3.9,103.2699966430664
2024-02-29,4.25,3.08,0.3488499205844153,5.33,2045.699951171875,5096.27001953125,3.9,104.16000366210938
2024-03-31,4.2,3.13,0.2912462713108077,5.33,2217.39990234375,5254.35009765625,3.9,104.5500030517578
2024-04-30,4.69,3.34,0.0396145883916343,5.33,2291.39990234375,5035.68994140625,4.0,106.22000122070312
2024-05-31,4.51,3.52,-0.0028741138149102,5.33,2322.89990234375,5277.509765625,4.1,104.66999816894533
2024-06-30,4.36,3.52,0.1389194937581939,5.33,2327.699951171875,5460.47998046875,4.2,105.87000274658205
2024-07-31,4.09,3.61,0.1801853517281904,5.33,2426.5,5522.2998046875,4.2,104.0999984741211
2024-08-31,3.91,3.43,0.2292037398410329,5.13,2493.800048828125,5648.39990234375,4.1,101.6999969482422
2024-09-30,3.81,3.67,0.2264563237849071,4.83,2636.10009765625,5762.47998046875,4.1,100.77999877929688
2024-10-31,4.28,3.55,0.2804502414724075,4.64,2738.300048828125,5705.4501953125,4.2,103.9800033569336
2024-11-30,4.18,3.5,0.3646717164535129,4.48,2657.0,6032.3798828125,4.1,105.73999786376952
2024-12-31,4.58,3.68,0.4669351360031326,4.33,2606.10009765625,5906.93994140625,4.0,108.12999725341795
